9.8125	4.47844	0.000361716	1.12715	0.720343
9.875	4.48242	0.000352931	1.12813	0.71884
9.9375	4.48639	0.000344495	1.1291	0.717344
10	4.49036	0.000336392	1.13008	0.715856
10.0625	4.49433	0.000328607	1.13106	0.714374
10.125	4.4983	0.000321125	1.13203	0.7129
10.1875	4.50226	0.000313933	1.13301	0.711433
10.25	4.50623	0.000307019	1.13398	0.709972
10.3125	4.51019	0.000300368	1.13496	0.708519
10.375	4.51415	0.000293971	1.13594	0.707073
10.4375	4.51811	0.000287815	1.13691	0.705634
10.5	4.52207	0.000281891	1.13789	0.704202
10.5625	4.52603	0.000276188	1.13886	0.702777
10.625	4.52999	0.000270698	1.13984	0.701358
10.6875	4.53394	0.00026541	1.14082	0.699947
10.75	4.5379	0.000260318	1.14179	0.698542
10.8125	4.54185	0.000255412	1.14277	0.697144
10.875	4.5458	0.000250684	1.14374	0.695753
10.9375	4.54975	0.000246129	1.14472	0.694369
11	4.5537	0.000241738	1.1457	0.692991
11.0625	4.55765	0.000237505	1.14667	0.69162
11.125	4.5616	0.000233424	1.14765	0.690255
11.1875	4.56555	0.000229489	1.14862	0.688897
11.25	4.5695	0.000225693	1.1496	0.687545
11.3125	4.57345	0.000222033	1.15058	0.6862
11.375	4.57739	0.000218502	1.15155	0.684862
11.4375	4.58134	0.000215096	1.15253	0.68353
11.5	4.58528	0.00021181	1.1535	0.682204
11.5625	4.58922	0.000208639	1.15448	0.680885
11.625	4.59317	0.000205579	1.15546	0.679572
11.6875	4.59711	0.000202627	1.15643	0.678265
11.75	4.60105	0.000199778	1.15741	0.676965
11.8125	4.60499	0.000197028	1.15838	0.675671
11.875	4.60893	0.000194374	1.15936	0.674383
11.9375	4.61287	0.000191813	1.16034	0.673101
12	4.61681	0.000189342	1.16131	0.671826
12.0625	4.62075	0.000186957	1.16229	0.670556
12.125	4.62469	0.000184655	1.16326	0.669293
12.1875	4.62863	0.000182434	1.16424	0.668036
12.25	4.63257	0.000180291	1.16522	0.666785
12.3125	4.63651	0.000178223	1.16619	0.66554
12.375	4.64044	0.000176229	1.16717	0.6643
12.4375	4.64438	0.000174304	1.16814	0.663067
12.5	4.64831	0.000172449	1.16912	0.66184
12.5625	4.65225	0.000170659	1.1701	0.660618
12.625	4.65619	0.000168933	1.17107	0.659403
12.6875	4.66012	0.00016727	1.17205	0.658193
12.75	4.66405	0.000165667	1.17303	0.656989
12.8125	4.66799	0.000164122	1.174	0.655791
12.875	4.67192	0.000162634	1.17498	0.654598
12.9375	4.67586	0.000161202	1.17595	0.653412
13	4.67979	0.000159823	1.17693	0.652231
13.0625	4.68372	0.000158496	1.17791	0.651055
13.125	4.68765	0.000157219	1.17888	0.649886
13.1875	4.69159	0.000155992	1.17986	0.648722
13.25	4.69552	0.000154813	1.18083	0.647563
13.3125	4.69945	0.00015368	1.18181	0.64641
13.375	4.70338	0.000152593	1.18279	0.645263
13.4375	4.70731	0.00015155	1.18376	0.644121
13.5	4.71124	0.00015055	1.18474	0.642984
13.5625	4.71517	0.000149592	1.18572	0.641853
13.625	4.7191	0.000148675	1.18669	0.640727
13.6875	4.72303	0.000147799	1.18767	0.639607
13.75	4.72696	0.000146961	1.18864	0.638492
13.8125	4.73089	0.000146162	1.18962	0.637383
13.875	4.73482	0.0001454	1.1906	0.636279
13.9375	4.73874	0.000144675	1.19157	0.63518
14	4.74267	0.000143986	1.19255	0.634086
14.0625	4.7466	0.000143331	1.19352	0.632998
14.125	4.75053	0.000142711	1.1945	0.631914
14.1875	4.75446	0.000142125	1.19548	0.630836
14.25	4.75838	0.000141572	1.19645	0.629763
14.3125	4.76231	0.000141051	1.19743	0.628696
14.375	4.76624	0.000140562	1.19841	0.627633
14.4375	4.77016	0.000140104	1.19938	0.626575
14.5	4.77409	0.000139677	1.20036	0.625523
14.5625	4.77801	0.00013928	1.20133	0.624476
14.625	4.78194	0.000138912	1.20231	0.623433
14.6875	4.78586	0.000138574	1.20329	0.622396
14.75	4.78979	0.000138265	1.20426	0.621363
14.8125	4.79371	0.000137984	1.20524	0.620336
14.875	4.79764	0.000137731	1.20621	0.619313
14.9375	4.80156	0.000137506	1.20719	0.618295
15	4.80549	0.000137308	1.20817	0.617282
15.0625	4.80941	0.000137137	1.20914	0.616274
15.125	4.81333	0.000136992	1.21012	0.615271
15.1875	4.81726	0.000136874	1.21109	0.614273
15.25	4.82118	0.000136781	1.21207	0.613279
15.3125	4.8251	0.000136715	1.21305	0.61229
15.375	4.82902	0.000136674	1.21402	0.611306
15.4375	4.83295	0.000136658	1.215	0.610327
15.5	4.83687	0.000136667	1.21598	0.609352
15.5625	4.84079	0.000136701	1.21695	0.608382
15.625	4.84471	0.00013676	1.21793	0.607417
15.6875	4.84863	0.000136843	1.2189	0.606456
15.75	4.85255	0.000136951	1.21988	0.6055
15.8125	4.85647	0.000137082	1.22086	0.604548
15.875	4.8604	0.000137238	1.22183	0.603601
15.9375	4.86432	0.000137418	1.22281	0.602658
16	4.86824	0.000137622	1.22378	0.60172
16.0625	4.87215	0.000137849	1.22476	0.600787
16.125	4.87607	0.0001381	1.22574	0.599858
16.1875	4.87999	0.000138375	1.22671	0.598933
16.25	4.88391	0.000138673	1.22769	0.598013
16.3125	4.88783	0.000138995	1.22867	0.597097
16.375	4.89175	0.000139341	1.22964	0.596186
16.4375	4.89567	0.00013971	1.23062	0.595279
16.5	4.89958	0.000140102	1.23159	0.594376
16.5625	4.9035	0.000140518	1.23257	0.593478
16.625	4.90742	0.000140958	1.23355	0.592584
16.6875	4.91134	0.000141421	1.23452	0.591694
16.75	4.91525	0.000141908	1.2355	0.590808
16.8125	4.91917	0.000142419	1.23647	0.589927
16.875	4.92309	0.000142953	1.23745	0.58905
16.9375	4.927	0.000143512	1.23843	0.588177
17	4.93092	0.000144094	1.2394	0.587308
17.0625	4.93483	0.0001447	1.24038	0.586444
17.125	4.93875	0.000145331	1.24135	0.585583
17.1875	4.94266	0.000145985	1.24233	0.584727
17.25	4.94658	0.000146665	1.24331	0.583875
17.3125	4.95049	0.000147368	1.24428	0.583027
17.375	4.9544	0.000148097	1.24526	0.582183
17.4375	4.95832	0.00014885	1.24623	0.581343
17.5	4.96223	0.000149628	1.24721	0.580507
17.5625	4.96614	0.000150432	1.24819	0.579675
17.625	4.97005	0.000151261	1.24916	0.578848
17.6875	4.97397	0.000152116	1.25014	0.578024
17.75	4.97788	0.000152996	1.25111	0.577204
17.8125	4.98179	0.000153903	1.25209	0.576388
17.875	4.9857	0.000154836	1.25307	0.575576
17.9375	4.98961	0.000155795	1.25404	0.574767
18	4.99352	0.000156782	1.25502	0.573963
18.0625	4.99743	0.000157795	1.25599	0.573163
18.125	5.00134	0.000158836	1.25697	0.572366
18.1875	5.00525	0.000159905	1.25795	0.571573
18.25	5.00916	0.000161001	1.25892	0.570784
18.3125	5.01306	0.000162126	1.2599	0.569999
18.375	5.01697	0.000163279	1.26087	0.569218
18.4375	5.02088	0.000164462	1.26185	0.56844
18.5	5.02479	0.000165674	1.26283	0.567666
18.5625	5.02869	0.000166915	1.2638	0.566896
18.625	5.0326	0.000168187	1.26478	0.56613
18.6875	5.0365	0.000169489	1.26575	0.565367
18.75	5.04041	0.000170822	1.26673	0.564608
18.8125	5.04431	0.000172186	1.26771	0.563852
18.875	5.04822	0.000173581	1.26868	0.563101
18.9375	5.05212	0.000175009	1.26966	0.562352
19	5.05603	0.00017647	1.27063	0.561608
19.0625	5.05993	0.000177963	1.27161	0.560867
19.125	5.06383	0.00017949	1.27258	0.560129
19.1875	5.06773	0.000181051	1.27356	0.559396
19.25	5.07163	0.000182646	1.27454	0.558665
19.3125	5.07553	0.000184277	1.27551	0.557939
19.375	5.07943	0.000185942	1.27649	0.557215
19.4375	5.08333	0.000187644	1.27746	0.556496
19.5	5.08723	0.000189383	1.27844	0.555779
19.5625	5.09113	0.000191158	1.27942	0.555067
19.625	5.09503	0.000192972	1.28039	0.554357
19.6875	5.09893	0.000194824	1.28137	0.553651
19.75	5.10282	0.000196714	1.28234	0.552949
19.8125	5.10672	0.000198645	1.28332	0.55225
19.875	5.11061	0.000200615	1.28429	0.551554
19.9375	5.11451	0.000202627	1.28527	0.550862
20	5.1184	0.00020468	1.28625	0.550173
