0	2	1	1	1
0.0625	2	0.96875	0.999939	0.999756
0.125	2.00382	0.93946	0.999884	0.999512
0.1875	2.01101	0.911728	0.999833	0.999267
0.25	2.02117	0.885235	0.999788	0.999021
0.3125	2.03402	0.859724	0.999748	0.998774
0.375	2.04931	0.834986	0.999712	0.998524
0.4375	2.06683	0.810852	0.999681	0.998272
0.5	2.08642	0.787186	0.999653	0.998016
0.5625	2.10794	0.763878	0.999631	0.997757
0.625	2.13127	0.74084	0.999612	0.997495
0.6875	2.15632	0.718004	0.999597	0.997228
0.75	2.18299	0.695317	0.999587	0.996957
0.8125	2.21121	0.672739	0.999581	0.996681
0.875	2.24091	0.650243	0.999579	0.996401
0.9375	2.27204	0.627812	0.99958	0.996115
1	2.30452	0.60544	0.999586	0.995824
1.0625	2.33831	0.583127	0.999596	0.995527
1.125	2.37334	0.560881	0.99961	0.995224
1.1875	2.40957	0.538718	0.999628	0.994915
1.25	2.44693	0.516658	0.99965	0.9946
1.3125	2.48535	0.494728	0.999676	0.994278
1.375	2.52479	0.472956	0.999706	0.99395
1.4375	2.56515	0.451377	0.99974	0.993615
1.5	2.60637	0.430028	0.999778	0.993273
1.5625	2.64838	0.408949	0.999819	0.992924
1.625	2.69107	0.38818	0.999865	0.992568
1.6875	2.73436	0.367763	0.999914	0.992204
1.75	2.77815	0.347742	0.999968	0.991833
1.8125	2.82234	0.328157	1.00002	0.991455
1.875	2.86682	0.309051	1.00008	0.991069
1.9375	2.91147	0.290462	1.00015	0.990676
2	2.95617	0.272428	1.00022	0.990275
2.0625	3.00082	0.254983	1.00029	0.989866
2.125	3.04528	0.238158	1.00036	0.98945
2.1875	3.08942	0.22198	1.00044	0.989027
2.25	3.13314	0.206471	1.00052	0.988597
2.3125	3.17631	0.19165	1.0006	0.988159
2.375	3.2188	0.17753	1.00069	0.987714
2.4375	3.26052	0.16412	1.00077	0.987262
2.5	3.30134	0.151424	1.00087	0.986804
2.5625	3.34118	0.13944	1.00096	0.986339
2.625	3.37994	0.128163	1.00105	0.985867
2.6875	3.41753	0.117584	1.00115	0.98539
2.75	3.45389	0.107687	1.00125	0.984906
2.8125	3.48895	0.0984561	1.00135	0.984417
2.875	3.52266	0.0898701	1.00146	0.983923
2.9375	3.55499	0.0819056	1.00156	0.983423
3	3.5859	0.074537	1.00167	0.982919
3.0625	3.61537	0.0677368	1.00177	0.982409
