15.375	2	1.528e-010	0.302662
15.4375	2	1.52457e-010	0.30157
15.5	2	1.52138e-010	0.300485
15.5625	2	1.51843e-010	0.299407
15.625	2	1.5157e-010	0.298337
15.6875	2	1.51321e-010	0.297274
15.75	2	1.51093e-010	0.296219
15.8125	2	1.50888e-010	0.29517
15.875	2	1.50703e-010	0.294129
15.9375	2	1.5054e-010	0.293095
16	2	1.50398e-010	0.292068
16.0625	2	1.50276e-010	0.291048
16.125	2	1.50173e-010	0.290035
16.1875	2	1.50091e-010	0.289029
16.25	2	1.50028e-010	0.28803
16.3125	2	1.49984e-010	0.287037
16.375	2	1.4996e-010	0.286052
16.4375	2	1.49953e-010	0.285073
16.5	2	1.49965e-010	0.284101
16.5625	2	1.49995e-010	0.283135
16.625	2	1.50043e-010	0.282176
16.6875	2	1.50109e-010	0.281224
16.75	2	1.50192e-010	0.280278
16.8125	2	1.50292e-010	0.279339
16.875	2	1.50409e-010	0.278406
16.9375	2	1.50543e-010	0.277479
17	2	1.50693e-010	0.276559
17.0625	2	1.5086e-010	0.275645
17.125	2	1.51043e-010	0.274737
17.1875	2	1.51243e-010	0.273836
17.25	2	1.51458e-010	0.27294
17.3125	2	1.51689e-010	0.272051
17.375	2	1.51936e-010	0.271168
17.4375	2	1.52198e-010	0.270291
17.5	2	1.52475e-010	0.269419
17.5625	2	1.52768e-010	0.268554
17.625	2	1.53076e-010	0.267695
17.6875	2	1.53399e-010	0.266842
17.75	2	1.53737e-010	0.265994
17.8125	2	1.5409e-010	0.265152
17.875	2	1.54458e-010	0.264316
17.9375	2	1.5484e-010	0.263486
18	2	1.55237e-010	0.262661
18.0625	2	1.55648e-010	0.261842
18.125	2	1.56074e-010	0.261029
18.1875	2	1.56514e-010	0.260221
18.25	2	1.56968e-010	0.259419
18.3125	2	1.57436e-010	0.258622
18.375	2	1.57919e-010	0.257831
18.4375	2	1.58416e-010	0.257045
18.5	2	1.58926e-010	0.256264
18.5625	2	1.59451e-010	0.255489
18.625	2	1.5999e-010	0.254719
18.6875	2	1.60542e-010	0.253954
18.75	2	1.61109e-010	0.253195
18.8125	2	1.61689e-010	0.252441
18.875	2	1.62283e-010	0.251692
18.9375	2	1.62891e-010	0.250948
19	2	1.63513e-010	0.250209
19.0625	2	1.64149e-010	0.249475
19.125	2	1.64798e-010	0.248746
19.1875	2	1.65461e-010	0.248022
19.25	2	1.66138e-010	0.247303
19.3125	2	1.66828e-010	0.246589
19.375	2	1.67532e-010	0.24588
19.4375	2	1.6825e-010	0.245176
19.5	2	1.68982e-010	0.244476
19.5625	2	1.69727e-010	0.243782
19.625	2	1.70486e-010	0.243092
19.6875	2	1.71259e-010	0.242407
19.75	2	1.72046e-010	0.241726
19.8125	2	1.72846e-010	0.24105
19.875	2	1.7366e-010	0.240379
19.9375	2	1.74488e-010	0.239712
20	2	1.7533e-010	0.23905
